review,polarity
Baru pertama kali saya menggunakan halodoc sangat membantu saya terimakasih halodoc,Positif
Tks halodoc sangat membantu. Untuk mendapt kan resep tanpa hrs pergi ke dokter.,Positif
Pengalaman pertama menggunakan aplikasi ini sangat bagus..semoga bermanfaat dan dapat membantu menyembuhkan,Positif
Cara mudah berkonsultasi dengan dokter.,Positif
"No hp yang muncul untuk otentikasi bukan no hp saya, tolong tim IT bagian Back end diperbaiki yaa. Thx",Negatif
"menolong sekali aplikasinya saat darurat dan ada anak2 yg tidak bisa ditinggal di rumah, terima kasih halodoc",Positif
Aplikasi pintar dan sangat membantu sekali dimasa pandemi seperti ini. Gk perlu antriii lama di apotek2 Gk perlu antriii lama juga dikasir apotek.. Tinggal pakai gopay Terima kasih Halodoc,Positif
Halodoc. Sistem Pembayaran kok cuma pakai Gopay ? Tidak bisa kah Pembayaran di lakukan di Indomaret/Alfamaret?,Negatif
"Terimakasih halodoc, mempermudah saya untuk berobat tanpa perlu datang ke klinik dimasa pandemi gini.",Positif
"Sangat membantu sebenarnya, namun untuk pengiriman ongkosnya agak mahal, menggunakan kurir reguler yg biasanya tarif 10 ribu tapi kena 12 ribu",Negatif
"Uang habis 50 rb utk konsul,,tapi.. resep gak dapat.. malah dicuekin sam dokternya.. padahal posisi saya sedang sakit",Negatif
"Cukup mempermudah saya untuk konsul, dan membuat janji dengan dokter sekitar lingkungan tempat tinggal saya.",Negatif
"Ini Kedua kali nya beli obat lewat halodoc, tpi kali ini tidak disertaka nota pembeliannya.",Negatif
Untuk metode pembayaran menyulitakan kenpa harus hanya go pay. Untuk isi saldo juga pakai debit gk bisa top up melalui rekening bank dam sejisnya. Pdahal udh happy ada dr hewan dsni😭😭😭,Negatif
Dokternya baik dan ramah.,Positif
"Terbaik sihhh menurutkuu, selalu jadi andalan, karna diriku paling gasuka belanja ke apotik apalagi jaman pandemi, lebih aman apa"" beli di online",Positif
"Dokter nyaa bagus, respon cepat",Positif
Terimakasih halodoc. Terkhusus untuk dr. Wid patria Sp.S yang sangat sabar dan ramah mendengarkan konsultasi pasien🙏👍,Positif
Ini gabisa disambung kn ke gopay gmn ya?,Negatif
"saya baru instal, tapi kak kenapa yaaa aku sambung ke gopay tulisannya no. tidak terdaftar padahal no gopaynya sudah benar dan terverifikasi. kalau sudah benar saya edit bintangnya, trims kak.",Negatif
Mau nanya kalo kita konsul/chat sm doctornya d kenakan tarif ya kan ad d bawah tarifnya 25K sampai lebih dari 100k,Negatif
"Alhamdulillah pelayanan cepat, dokter nya ramah, harga obat dapat d jangkau",Positif
Sangat membantu di musim pandemi,Positif
"Oke good, ini konsultasi pertama untuk kehamilan istri saya, semoga berkah, dan sehat semua yaa, aamiin",Positif
Aplikasi sangat membantu,Positif
"Sangat membantu, semoga resep obatnya berkhasiat untuk kesembuhan anak saya. Terimaksih halodoc",Positif
"Slow response adminnya. Kalo duit aja cepet, kalo komplain atau ada kendala leleeettt paraaahh 👎👎",Negatif
"Harga bagus..sayang overload slow respon ,ditelpon cs nya susah masuk..hasil.rapid antigen 1 jam bisa lebih dr 24 jam",Negatif
"Good,pelayanannya ramah sekali",Positif
"Respon costumer servies ya lelet lambat, tidak ada solusi, yg bermasalah tuh dari apk halodok ya yg gk bisa singkron",Negatif
"saya mau konsul, sudah bayar pake gopay, tp malah gagal konsul dan balik lg ke menu awal -- Sudah direfund dan sudah jd konsul",Negatif
Aplikasi keren dan sangat membantu,Positif
Mau auntik vaksin mandiri apa kusus buat lansia atau segala umur di aplikasi ini???,Positif
Saya suka pakai aplikasi ini. Bisa konsultasi dgn murah dah tdk perlu jauh jauh ke rumah sakit.,Positif
"Untuk konsul dan beli obat di halodoc mudah banget, dengan aplikasi begini gak perlu report keluar lagi.. Cukup konsul dan beli obat tunggu di rumah deh",Positif
aplikasi halodoc benar² sangat membantu 😍,Positif
Pelayanan bagus sangat puas saya,Positif
"Sudah bagus. Mungkin bisa di mudahin lagi, buat cek tokonya di daerah mana",Negatif
"Dalam kondisi sulit keluar rumah, dgn ada nya halodoc ini sangat membantu banget. Terimakasih. Barakallah..",Positif
Siip Memudahkan dan membantu sekali,Positif
"Mantap sangat membantu sekali terima kasih halodoc mudah""an untuk ke depan nya lebih berkembang",Positif
Layanan dokter sangat cepat respon nya dan komunikasi saya di terima dengan baik dan tepat.terima kasih,Positif
Sangat membantu di saat pandemi,Positif
"Setiap pesan, obat cepat datang. Sangat membantu sekali disetiap kondisi saya.",Positif
Hallo dok apa benar kalau telat datang bulan hampir 3 bulan postif hamil? Mohon petunjuk nya dok...,Positif
"Aplikasinya mudah dn sangat membantu, mau 5 tapi blm lah 4 aja dulu semoga semakin responsif dalam melayani saat konsul.. terimakasih halodoc",Positif
Apotik atau toko beli barang harga awal 45.000 tiba tiba waktu mau beli naik 60.000 kurang ajar banget,Negatif
Dokternya ramah dan komunikatif,Positif
Terima kasih Dok atas resep nya,Positif
"Mantap pokoknya, lagi musim begini anak sakit jadi makin mudah nanganinnya. Terimakasih banyak🙏",Positif
Sangat membantu ibu yg kurang mobile n dimasa pandemi ini. kedepannya semoga bisa pilih apotik.,Positif
"Aplikasi freeze di HP saya ketika masuk tampilan awal aplikasi (Redmi Note 8), mohon bantuannya :))",Negatif
Kok bayar di iklan katanya gratis,Negatif
"kak, untuk masuk ke kalender kehamilan kok sekarang ga ada di menu ya???",Negatif
Proses dari apotik terlalu lama,Negatif
Sangat membantu. Tolong jgn mhl2 kalau konsul. Kami pasien juga butuh bantuan konsultasi,Negatif
Asli bagus banget jam 12 mlm nyari obat pilek buat anak langsung sampai pakai gojek..,Positif
Saya suka aplikasi ini sangat membantu.,Positif
"Memudahkan sekali untuk berkonsultasi dengan dokter dan membeli obat , sangat sangat memudahkan, aplikasi yang bagus",Positif
Halo doc. Ada gatal dan bintik kmudian keluar nanah di selangkangan paha .minta petunjuk doc,Positif
"Saya pengguna baru ehh 3x ada masalah tp pas ke 4x nya sudah bagus terimakasih, ini penilaian bisa saja berubah kalau makin ke sini nya bagus pelayanan nya",Negatif
"Alhamdulillah, bisa dapetin obatnya tanpa repot ke apotek, terimakasih 👍 Konsultasi dengan dokter sangat lancar dan cepat",Positif
Mudah dan informasinya lengkap,Positif
Toppp sangat membantu terimakasih,Positif
Kenapa akun hallodoc saya tidak bisa tersambung dengan gopay... Padahal saldo gopay saya sudah ada isinya. Mohon diperbaiki,Negatif
Bagus buat referensi kesehatan,Positif
"Terimakasih halodoc, dokternya jg ramah",Positif
"Respon Dokter Baik, Chat cepat dibalas, konsultasi dimana saja dan kapan saja jadi mudah 🥰",Positif
Cepat penanganan. Mantap..,Positif
"Hehe 4 dulu yaa, soalnya tadi saya mau pembayaran debit BNI ternyata ngga ada suportnya Terpaksa pake mandiri",Negatif
Bbrp kali menggunakan aplikasi halodoc.. fast response...pelayanan yang cepat dan...sukses terus👍👍,Positif
"Aplikasi rongsokan,, kita cari obat Driver gojek diarahkan ke apotik yang tutup,",Negatif
Untuk konsul ke tht sih langsung direspon dan dikasih resep....bagus smga lekas sembuh,Positif
Dokternya merespon dengan baik dan cepat dan detail utk konsultasi nya yang kita tanyakan sangat 👍,Positif
Dokternya sangat baik dan nyaman dalam memberikan konsultasi. Semoga makin di perbarui lagi,Positif
Oke mantab.. gak susah lagi kalau mau berobat.. saya sudah 4x menggunakan aplikasi ini 👍🏻,Positif
"Aplikasi nya bagus, sangat membantu bila ingin beli obat gak perlu muter muter cari apotek sana sini. Terima kasih",Positif
"Dengan adanya halodoc ini sangat membantu kami bila sedang tidak sehat, penanganan cepat dan mudah diakses terimakasih",Positif
"Sangat membantu sekali, mudah mudah dengan saya konsultasi di halodoc bisa segera sembuh",Positif
"Gak jelas ni aplikasi Lemot ,gak pernah nanggapin lagi keluar lagi keluar lagi gak jelas!",Negatif
"Disaat darurat, bisadiandalkan",Positif
"Masa telat bbrpa menit doang langsung dibatalkan jadwal konsul & uang juga gak refund. Chat botnya CS juga payah, gak bisa ngrespon",Negatif
Trimaksh halodok saran saya kami diberi resep terbagus ya agar gak usah tatap muka sama dokter dulu,Positif
"Sangat membantu, konsultasi sekaligus obat langsung diterima, terimakasih hallo dokter👍👍",Positif
Bagus dokternya baik dan saya br pertama kali pake jd kaget bs lgsg bl obat nya pake gojek keren si ini..membantu banget,Positif
"Bagus, layanan CSnya response cepat. Tolong aplikasi lemot dan hanya sedikit dokter yang bisa menggunakan asuransi fwd",Negatif
Sangat bermanfaat bagi kesehatan,Positif
Dimudahkan dalam membeli obat,Positif
Sangat membantu konsul dgn dokter pelayanan ramah jelas dan membantu memberikan solusi.,Positif
Mudah dan cepat informasinya,Positif
"Halodoc mantap, konsultasi dokter cepet di respon dan ramah terima kasih",Positif
"Mantab, jadi membantu banget apalagi kalau seumpama jauh dr rumah sakit atau puskesmas",Positif
Saya puas banget dengan pelayanan halodoc terimakasih banyak telah membantu kami ...,Positif
"pertama kali menggunakan aplikasi ini konsultasi dengan dr angga mintarsa, 👍🏻👍🏻👍🏻 terimakasih dokter",Positif
Aplikasi sangat membantu saat ingin berkonsultasi tentang kesehatan,Positif
"Sangat membantu dan solusi yang baik dr dokter terpercaya dan pengalaman, okeeeh banget👍",Positif
Sangat membantu sekali,Positif
Penjelasan dari dokter baik 👍👍,Positif
Aplikasi terbaik yg pernah ada. ❤❤❤,Positif
"Sangat membantu sekali, dan selalu cocok dengan resep dokter, Terima kasih..",Positif
aplikasi yang sangat membantu,Positif
"penjelasan nya sgt jelas dan detail,sehingga dapat gdn mudah di mengeeti",Positif
Sangat bermanfaat untuk semua orang,Positif
Bismillah semoga bermanfaat,Positif
Cepat menjawab keluhan pasien,Positif
Dokternya komunikatif. ramah dan sabar dalam menjawab pertanyaan. sarannya cukup jelas . overall OK. thx u dokter,Positif
"sangat membantu dalam era pandemi ssperti sekarang, semoga terus ditingkatkan layanannya.",Positif
Dokter ny baik baik. Cepat dan obat yg d kasi obat terbaik.. saya selalu langganan d sini..,Positif
Parah.. Konsul aja bayar.. kapan Indonesia merdeka dari Mapia kaya gini..,Negatif
Terimakasih telah membantu kami,Positif
Saya order ga bisa2x. Selalu ada notif ada yang salah. Coba lagi,Negatif
Bagus semoga bisa lebih baik,Positif
Bagaimana cara saya mengakses akun yang nomor telepon nya hilang ? Mohon bantuannya,Negatif
"Terbtu dengan adanya halo doc,,ga perlu kerumah sakit Alhamdulillah sembuh dari sakit",Positif
gak ribet ke apotik ada Halodoc sering pake Halodoc selalu puas... gak perlu keluar rumah,Positif
Baiknya arahkan pembelian obat di apotik terdekat dr rmh pasien..terima kasih.,Positif
Aplikasi ini sangat membantu apalagi di saat pandemik seperti sekarang ini banyak manfaatnya untuk saskit gejala ringan,Positif
tolong berikan filter berdasarkan wilayah tempat praktek. masa harus cek satu-satu.,Negatif
"Pertama kali pakai halodoc, lumayan bikin tenang konsultasi dengan dokternya..",Positif
Keren sih bs pake asuransi jg,Positif
Sangat membantu apalagi di masa pandemi begini tidak perlu keluar rumah utk konsultasi,Positif
Halo dock saya ingin rutin priksa setiap tanggal yg saya tentukan sesuai kehamilan saya setiap perbulan saya mohon kebijakan pak ibu dockter,Positif
Udh 2x konsul d sn. Sy suka,Positif
"Pengemasan cepet, pengiriman cepet, klo Lg kepepet malem malem butuh obat juga gk kalah cepet, thx halodoc...",Positif
"Sangat bermanfaat, lebih efisien waktu, tenaga dan biaya..tks yaa..",Positif
Dokternya ramah dan memberikan solusi yang sesuai dengan kondisi kita ketika konsultasi,Positif
Sangat membantu pada saat pandemi. Chat dg dokter cepat direspon dan profesional,Positif
Mantappp...sangat membantu,Positif
"Sangat membantu, dan cepat untuk kondisi mendesak dan untuk pasien yang tdk punya cukup waktu datangke rs",Positif
Sangat membantu terutama di saat kondisi mendadak atau mendesak....thank you so much semoga tambah sukses,Positif
Alhamdulillah... bisa konsul d halodoc ini... berasa ngobrol langsung ini sama dokter nya....,Positif
Aplikasi yg sangat membantu,Positif
Hari gini takut ke rumahsakit . Disini dokternya oke2 banget .maacihalodoc,Positif
"Terimakasih halodoc saya jd bisa konsultasi sama dokter ,dokternya pun ramah cepat bales chatt juga 😊😊",Positif
Sangat membantu saya mengenali penyakit kucing saya dengan konsultasi dokter hewan,Positif
Ngebantu banget ketika sakit,Positif
"Aplikasi yang sangat penting bagi kehidupan kita, di saat lagi butuh obat dll bisa tinggal order aja .",Positif
"Dokter menjawab semua pertanyaan dg jelas, sy sangat terbantu dlm merawat suami. Terimakasih halodoc",Positif
"Sejauh ini bagus membantu disaat susah keluar cari obat, aplikasiny cepat dan lengkap 👍",Positif
Sangat membantu dimasa pandemi utk mengurangi kontak langsung dgn siapapun termasuk dokter,Positif
"Dokter yang melayani,meskipun gratis respon nya cepat.kaaih bintang 4 dulu krn baru 1 kali mencoba konsultasi🙂",Positif
Alhamdulillah... terima kasih...layanan cepat... sangat membantu,Positif
"Bagus, penjelasan dokternya detail dan pakai gambar tubuh, jadi lebih cepat dan gampang buat kita",Positif
aplikasi ini sangat membantu tp sayang tidak bisa bayar pake ovvo😊,Negatif
"Bagus,bermanfaat,respon cepat,baik,tanggap, sangat membantu.",Positif
"Bingung harus tanya kemana ,ada aplikasi ini sangat membantu terimakasih yah",Positif
"Menolong adanya halodoc,semoga semakin membantu masyarakat ,banyak kemudahan",Positif
Sangat membantu selama masa covid-19 jadi ngga perlu keluar rumah,Positif
"Membantu bgt, trimakasih",Positif
"Alhamdulillah... Aplikasi ini sangat2 membantu, pelayanannya juga cepat. Mantap...",Positif
Tolong fitur Free chat dari Asuransi untuk semua spesialis dokter jngn hanya dokter umum saja,Negatif
"Tulisan sudh terhubung dgn dokter,saldo sudah terpotong tpi ga bisa tuh chat or ngimong ma dokternya.. Aplikasi eek.",Negatif
Bisa konsul dengan cepat,Positif
Terima kasih sangat membantu,Positif
Responnya sangat sangat sangat lamaaaaaa sekaliiiii,Negatif
Dokter nya ramah dan lansung ke point penjelasan penyakitnya. Pertahankan yaa,Positif
Sungguh bermanfaat disaat pandemi dan memiliki anak kecil yg sakit tengah malam,Positif
"Terimakasih, aplikasi ini sangat membantu saya dalam konsultasi masalah kesehatan",Positif
"Bener bener detail , membantu sekali para dokternyaaa , dikasih resep obat juga .",Positif
Tengah malam juga dokternya tetap sabar melayani konsultasi....keren dr. Charles,Positif
Kenapa akhir akhir ini ambilnya obat selalu jauh dari rumah saya kasihan gojeknya,Negatif
Sangat sangat membantu dan biaya komsul plus obat terjamgkau Terimakasih,Positif
Sejauh ini ulasan yg diberikan dokter baik dan obat yg direkomendasikan jg bagus.. Trimakasih dokter,Positif
Sangat membantu aplikasi ini berhubunham demgam dokter apa lagi saat pandemi seperti imi,Positif
"Saya kasih 1 bintang dulu krn order saya sdh bayar tapi status cancel dan uang blm tau lari kemana.... Kalau uang sdh balik, baru saya kasih bintang 3 Transaksi 69QLO6-3363 kenapa di cancel",Negatif
Sangat membantu dlm keadaan pandemi seperti ini. Tidak harus keluar rumah.,Positif
Senang sekali konsultasi dgn dokter nya...alhamdulillah saya jadi tenang,Positif
aplikasi ini sangat bagus,Positif
Sangat membantu untuk mendapatkan informasi tentang kesehatan atau hal yang kita butuhkan,Positif
Puas banget sangat membantu terimakasi aplikasi Halodic dan untuk dokter yang bertugas,Positif
"Susah banget buat hubungkan ke gopay padahal pin udah betul, tapi dibilang salah",Negatif
Terima kasih..aplikasi sangat membantu terutama disaat pandemi ini...,Positif
Pesan pertama kali. Alhamdulillah lancar dan cepwt bamget sampainya.,Positif
Hallo doc tolong sertifikat vaksin yg kemaren di vaksin kenapa belum keluar..mkn bukan hallodoc yg mengeluarkan tapi tolong usut.kan yg jelek hallodoc sendiri.tolong difollow up kendala ini.makasih,Positif
thanks sangat membantu!,Positif
"Cepat dalam penanganan, trima ksih untuk halodoc,.saya sangat terbantu disaat kondisi mendesak",Positif
"Sangat membantu , apa lagi dengan keadaan lagi pandemi covid , mantap",Positif
Sangat membantu untuk konsultas dll semoga saya cocok dgn obatnya aamiin,Positif
Halodoc sangat bermanfaat konsultasi kesehatan dengan cepat kapan saja. 👍😊,Positif
Ka tlong ya di percepat prosesnya jangan lama lama saya mau tes pcr dri kmaren nunggu blom di acc gmna ini mna saya lagi butuh cpet,Negatif
Hallo dok minta tolong area di perluas Untuk daerah Jawa timur khususnya Blitar,Negatif
Penjelasan sangat baik,Positif
"Sangat membantu sekali disaat situasi pandemi seperti ini..tidak perlu repot"" keluar rumah",Positif
Saya sukaa.. memudahkan saya yg terbilanh sibuk untuk memeriksakan ke dokter,Positif
"Dokternya sangat ramah & membantu,terimakasih halodoc,",Positif
Bagus dan sangat membantu,Positif
Alhamdulillah dalam kondisi Pandemic bisa berobat dari rumah saja lewat Halodoc.,Positif
Sangat membantu untuk mencari solusi tentang kesehatan.terimakasih halodoc,Positif
"Aplikasi ini cukup membantu, ga usah ribet antre saat mau beli obat.",Positif
Cepat direspon.. diberi solusi,Positif
"membantu sekali,cukup upload resep dan tinggal tunggu obat datang,ga perlu antri ke apotek",Positif
Akan lebih bagus lagi bila ada opsi memberi tips ke driver gojeknya...,Negatif
"Bener-bener recomend dan sangat membantu , terimakasih banyak halodoc 👌",Positif
"Mantap, rekomendasi bgt untuk yg mau konsul tanpa pergi ke rumah sakit",Positif
Selalu bisa diandalkan,Positif
"Kenapa sekarang aplikasinya lemot sekali sering macet tolong servernya di perbaiki,trimakasih",Negatif
Tolong diberikan alasan kenapa pesanan dibatalkan. Tau tau batal.,Negatif
Lebih mudah dan cepat,Positif
"Sangat membantu apk ini , terimakasih untuk para dokter",Positif
Alhamdulillah bisa berbicara dengan yang lebih ahli tidak self diagnosis,Positif
Sangat terbantu dengan ada nya aplikasi halodoc dalam kondisi pandemi covid 19,Positif
Sangat membantu untuk beli obat urgent kapanpun . Makasih halodoc dan gojek,Positif
Sangat membantu di saat darurat. Konsultasi dan obat di antar sampai rumah dengan biaya terjangkau.,Positif
Alhamdulillah.. sangat membantu kami yang sedang isoman,Positif
Okeee banget sangat membantu,Positif
Dokternya ramah,Positif
Sangat puas dengan pelayanan Halodoc Sangat baik untuk saya dan keluarga,Positif
Kadang barangnya kosong,Negatif
Solusi di saat pandemi,Positif
Respon dokter cepat Penyampaian padat dan jelas Puas dengan pelayanan di halodoc,Positif
Kalo pas nemu dokter asyk ya asyik. Ada dokter super jutek juga lo....,Negatif
Membantu sekali,Positif
Simple dan gak ribet.,Positif
Terbantukan shg tdk perlu ke RS pada saat pandemi ini. Suka....n,Positif
Baik sangat care,Positif
Tdk bs installl sampe skrg dari hr minggu,Negatif
"Konsultasi dokter ramah ,pengiriman obat super cepat, terimakasih",Positif
Bisa memberikan surat keterangan sakit dari dokter untuk tempat bekerja?,Positif
Dokernya ramah2 sekali. Chat jam 3 pagi juga dilayani dengan baik,Positif
"Fast respon Dokternya, ditanya kondisi, diberi arahan dan resep obat",Positif
Sangat membantu sekali,Positif
"Dokternya mantap, hanya saja wilayah untuk pengantaran obat kurang luas",Negatif
"Praktis, sangat membantu dikala ngga bisa keluar rumah/kantor",Positif
Sangat membantu,Positif
Saya puas sekali membuat kita lebih mudah untuk konsultasi kke dokter,Positif
Responnya cepat ...,Positif
Senang konsultasi disini. Gak perlu anti dan khawatir ada contact,Positif
sangat membantu sekali,Positif
Pengiriman nya cepat,Positif
Sangat membantu dengan cepat kebutuhan obat obatan dan konsultasi kesehatan,Positif
Selamat pagi sertifikat tidak bisa dibuka pada vaksin 1,Negatif
Sangat membantu. Thx,Positif
Sangat membantu sekali ya Di tengah pandemi seperti ini,Positif
"Terima kasih halodoc , sangat membantu sekali saat pandemic .🙏",Positif
Sangat membantu sekali,Positif
Sangat membantu 👍👍,Positif
Terimakasih halodoc saya komplain dan cs nya cepat menanggapi 🙏,Positif
Sangat membantu sekali,Positif
Baru minta chat ga d bls sm dokternya eh saldo tetap di kurang in.. Dodol. Emang,Negatif
Sangat membantu,Positif
"Baru pertama kali pakai aplikasi ini, cukup lancar & informatif",Positif
Keren praktis terpercaya,Positif
Amat sangat membantu,Positif
"Aplikasi yg sangat membantu sekali, jika kondisi sedang bedrest",Positif
Dokternya bsa menjelaskan dgn baik dan semoga anak saya lekas sembuh,Positif
Aplikasi dan layanan hallo doc sangat membantu sekali smga smkin sukses ya,Positif
"Aplikasi yg sangat membantu... respon cepat, pengiriman cepat",Positif
Aplikasi ini sangat membantu bagi pasien yang tidak bsa berpegian,Positif
"Dokternya baik, penjelasannya sangat jelas dan sangat membantu",Positif
Terimakasih.halodoc mudah mudahan cepet sembuh penyakit saya.,Positif
Pelayanan yang sangat baik .. trmksh dokter hallodoc,Positif
Sangat cepat dan bagus,Positif
Sangat membatu sx...,Positif
"Aplikasi yg banyak manfaatnya, bagus dan sangat mudah di gunakan",Positif
Seneng banget bisa curhat dada plong rasa nya...thanks dr thanks halo doc,Positif
Terimakasih sangat membantu sekali di saat pandemi seperti ini.,Positif
pelayanannya sangat memuaskan dan petugasnya sangat ramah.Terima kasih Halodoc,Positif
Sangat2 membantu & membuat saya tenang dengan informasi & solusinya,Positif
Dokter hewan nya ramah bgttt,Positif
"Sangat membantu disaat pendemi skg ini,krn utk ke rs msh was was.",Positif
"FAST RESPON,Dokter nya juga ramah & ngejelasin secara detail",Positif
Apk bagus tapi tidak untuk wilayah Lombok barat.,Negatif
"Sangat membantu, apalagi di masa pandemi seperti sekarang ini",Positif
"Saya kira chat dengan dokter gratis, tak tau nya semua bayar 😂😂",Negatif
Sangat membantu dan semua dokternya cukup jelas dan sabar.,Positif
App yg sangat membantu Palagi dalam kondisi pandemi seperti ini Semua RS jd rujukan Copid,Positif
"Informasi dan advise nya sangat membantu, terima kasih dok",Positif
Ok sangat membantu tidak perlu keluar rumah untuk menemui dokter,Positif
Halo doc.gmn kok sy sdh byr gopay tp docternya tdk merespon terus dikemanain duit gopay sy.kok sy hrs byr terus klo mau ganti docter.gmn dong,Negatif
Membantu sekali..,Positif
Knp pembayaran gagal uang udh kepotong nanya k dokter nya kagak ... ah ga beres !,Negatif
"Bagus sekali, sangat membantu di masa pandemic seperti ini",Positif
Mantaap sangat membantu sekali terimakasih semoga makin sukses,Positif
Membantu saat tidak bisa keluar untuk membeli obat langsung.,Positif
"Mantap, sangat responsif aplikasinya, nggak lambat loading",Positif
Sangat membantu apalagi disaat yang saat mendesak,Positif
Memudahkan..trimakasih atas layanannnya..,Positif
Ok sangat membantu,Positif
"Mantap, aplikasi ini cepat tanggap. Terima kasih halodoc",Positif
Pelayanan dan respon dokter serta apotik sangat baik dan cepat,Positif
Sangat membantu pada saat pandemi saran responsif,Positif
Ok banget dokternya,Positif
Saya sangat puas konsultasi di aplikasi haldoc layanannya cepat,Positif
Sdh ketemu. Kalo bisa pengembangan bisa video call keren,Positif
Barang selalu gak ada padahal sudah bayar.. respon jelek,Negatif
Terimakasih dengan ada nya aplikasi ini saya sangat terbantu,Positif
"Bagus, pengiriman pesanan cepat. Banyak diskon huhuhu",Positif
Pelayanan baik dan cepat. Kirim juga cepat.terima kasih,Positif
"Dokternya baik dan tdk ribet, kami tdk hrs keluar rumah",Positif
dokternya cepat tanggap.....dan ramah serta memuaskan ..,Positif
Dr nya baik . Mau menjawab semua pertanyaan dengan sabar,Positif
Sangat memudahkan,Positif
Sangat membantu dg kondisi yg sibuk ditambah pandemi,Positif
Penyelamat dikala obat yg dicari di apotik terdekat kosong. 👍👍,Positif
Terima kasih halodoc. Semoga semakin maju dan terus berkembang.,Positif
Udah donwload resep digital tapi gak ada di di document padahal keterangannya udah terunduh masuk di document 😥,Negatif
Aplikasi yang sangat membantu dan memudahkan masyarakat,Positif
"Membantu, meringankan beban walau saya sedang di rumah",Positif
"Udah 2x konsultasi disini, semoga selalu menjadi baik",Positif
"Oke, bs dicoba",Positif
Sangat membantu dalam mencari informasi tentang kesehatan. Terimakasih,Positif
"Sangat amat membantu...seneng deh, Terimakasih Halodoc",Positif
"Cepat di tanggapi, puas konsultasi di halodoc terima kasih",Positif
Sangat bermanfaat,Positif
Nunggu dokter chat lama benerr padahal udàh bayar registrasi,Negatif
Membantu dalam pembelian obat dan konsultasi dengan dokter,Positif
Mantaps cepet sampe obatnya..,Positif
"Bagus, membantu",Positif
Prabayar menggunakn Ovo.. gimna mau Komen ke dokter nya. Hu payah.,Negatif
Ribet ini aplikasi. Nyambungin ke gopay aja susah banget,Negatif
Sangat bermanfaat. Bagus sekali aplikasinya,Positif
"Luar biasa aplikasi ini, inovasi anak bangsa yang sangat hebat. Sangat membantu masyarakat Indonesia untuk mempermudah mendapatkan akses layanan kesehatan. Fitur - fiturnya sangat membantu, Apa lagi ditengah pandemi ini. Aplikasi Halodoc sangat membantu bisa berobat tanpa harus datang dan mengantri ...
Ulasan Lengkap",Positif
"semoga bisa membantu,",Positif
Alhamdullilah .... Aplikasi yang sangat bagusss...,Positif
Bagus aplikasinya,Positif
Keren deh aplikasi halodoc.. Bisa untuk keadaan urgent..,Positif
Lumayan membantu,Positif
Puas sekali berkonsultasi dengan dokter di hallo dok.,Positif
Sangat memuaskan,Positif
Sangat bermanfaat,Positif
"Aplikasi ini sangat membantu sekali,terima kasih halodoc 👍👍",Positif
sangat membatu.,Positif
Ngomong2 Halodoc tidak menyediakan Kelender Menstruasi lagi ya?,Negatif
membantu sekali,Positif
"Terima kasih fast respon, dokter spog dan resepnya cocok 😊🙏🏻",Positif
"Bagus mantap, waktunya kalau bisa di tambah lagi.",Positif
Penjelasan yang di berikan cukup di mengerti,Positif
membantu sekali,Positif
Semua pertanyaan di jawab dengan lugas dan jelas,Positif
Senang sekalii akhirnya saya bisa konsultasi dengan mudah,Positif
"Ga bisa daftar, gagal terus. Padahal sinyal lancar",Negatif
Semoga anak saya cocok dengan obat yg dokter anak resepkan,Positif
"Sangat membantu, mudah digunakan..mantapp pokonya",Positif
Pelayanan cepat,Positif
sangat membantu..,Positif
Aplikasi yang sangat membantu. Terima kasih Halodoc!,Positif
Memudahkan di kala pandemi,Positif
Lemot ga bisa dibuka ngelag,Negatif
"Praktis, tdk usah antri ke dokter. Cepat respons",Positif
Sangat membantu!,Positif
Dokternya ramah dan cepat respon. Makasih,Positif
Cukup membantu,Positif
Beli obat 24jam jadi gampang tanpa ribet ..makasih halodoc 💝,Positif
Baru pake sekali buat konsul dan hasilnya bagus banget,Positif
Pelayanan prima,Positif
membantu sekali dalam mengetahui kondisi awal penyakit,Positif
sangat membantu sekali disaat situasi pandemi saat ini,Positif
Sangat membantu👌👌👌,Positif
Sejauh ini oke,Positif
Sangat membantu,Positif
Dokter nya cepat tanggap dan mau mendengarkan keluhan,Positif
Membantu disaat yang tepat. Sukses terus halodoc.,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Respon dokter ramah dan cepat. Semoga sukses selalu😊,Positif
Sangat membantu,Positif
Aplikasi yg sangat dibutuhkan tanpa harus datang ke RS,Positif
Sangat membantu,Positif
"Memuaskan , cepat sampai dan obat apapun tersedia",Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membatu,Positif
Halodock sangat membantu sekali di saat kita LG sakit,Positif
Sangat membantu,Positif
Kayak apa cara menggunakan metode tanpa perbayar yok?,Negatif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Sangat membantu,Positif
Wah sangat membantu dalam berobat di masa pandemi ini,Positif
Sangat membantu,Positif
Terima kasih banyak buat dokternya yg baik dan ramah.,Positif
Aplikasi sangat membantu apalg disaat pandemi sprti ini. 👍👍👍👍👍,Positif
Layanan konsultasi kesehatan yg gercep dan simpel banget,Positif
Sangat membantu 🙏,Positif
Sangat membantu 🙏,Positif
